Trial #	Score1	Score2	Score3	Trades1	Trades2	Trades3	Fees1	Fees2	Fees3	Winrate1	Winrate2	Winrate3	Average	Deviation	Parameters
769	1.43	2.79	4.23	363	38	26	4965.84	353.79	245.26	59	66	85	2.817	1.40019	{'ott_len': 52, 'ott_percent': 92, 'ott_bw_up': 104, 'ott_bw_down': 125, 'tps_qty_index': 104, 'max_risk_long': 61, 'max_risk_short': 27}
771	1.04	2.04	3.2	51	1	6	464.83	7.9	49.06	65	100	83	2.093	1.08099	{'ott_len': 60, 'ott_percent': 77, 'ott_bw_up': 144, 'ott_bw_down': 151, 'tps_qty_index': 33, 'max_risk_long': 63, 'max_risk_short': 28}
772	1.3	4.31	4.19	196	18	17	2584.39	162.72	149.14	60	67	82	3.267	1.70424	{'ott_len': 49, 'ott_percent': 128, 'ott_bw_up': 144, 'ott_bw_down': 144, 'tps_qty_index': 109, 'max_risk_long': 67, 'max_risk_short': 36}
776	1.66	1.28	2.41	219	16	16	3530.56	132.1	140.58	58	56	69	1.783	0.57501	{'ott_len': 55, 'ott_percent': 77, 'ott_bw_up': 104, 'ott_bw_down': 147, 'tps_qty_index': 30, 'max_risk_long': 46, 'max_risk_short': 64}
785	1.36	0.13	3.19	392	39	42	5378.38	326.25	386.95	54	51	62	1.56	1.53977	{'ott_len': 64, 'ott_percent': 92, 'ott_bw_up': 83, 'ott_bw_down': 108, 'tps_qty_index': 104, 'max_risk_long': 36, 'max_risk_short': 32}
788	0.68	1.92	3.41	54	1	8	487.68	7.89	67.29	59	100	100	2.003	1.36691	{'ott_len': 64, 'ott_percent': 128, 'ott_bw_up': 158, 'ott_bw_down': 147, 'tps_qty_index': 104, 'max_risk_long': 59, 'max_risk_short': 28}
793	0.91	2.22	3.48	45	1	4	398.29	7.88	32.57	69	100	100	2.203	1.28508	{'ott_len': 64, 'ott_percent': 77, 'ott_bw_up': 146, 'ott_bw_down': 147, 'tps_qty_index': 109, 'max_risk_long': 63, 'max_risk_short': 32}
797	0.93	2.43	2.55	640	66	46	9817.77	553.94	437.57	55	62	63	1.97	0.90266	{'ott_len': 47, 'ott_percent': 92, 'ott_bw_up': 104, 'ott_bw_down': 97, 'tps_qty_index': 104, 'max_risk_long': 60, 'max_risk_short': 42}
805	1.79	1.6	4.12	308	35	22	5444.01	312.75	206.56	56	51	77	2.503	1.40329	{'ott_len': 60, 'ott_percent': 92, 'ott_bw_up': 104, 'ott_bw_down': 97, 'tps_qty_index': 19, 'max_risk_long': 59, 'max_risk_short': 32}
812	1.95	0.38	3.95	259	37	19	4047.22	318.12	174.62	58	51	84	2.093	1.78931	{'ott_len': 64, 'ott_percent': 92, 'ott_bw_up': 104, 'ott_bw_down': 104, 'tps_qty_index': 37, 'max_risk_long': 63, 'max_risk_short': 30}
817	1.42	1.25	3.11	76	2	9	961.23	16.15	77.26	64	50	89	1.927	1.02832	{'ott_len': 58, 'ott_percent': 115, 'ott_bw_up': 158, 'ott_bw_down': 108, 'tps_qty_index': 77, 'max_risk_long': 59, 'max_risk_short': 32}
818	1.91	3.39	2.07	199	12	25	3275.79	102.69	210.08	56	67	52	2.457	0.81224	{'ott_len': 49, 'ott_percent': 128, 'ott_bw_up': 153, 'ott_bw_down': 108, 'tps_qty_index': 19, 'max_risk_long': 59, 'max_risk_short': 32}
819	1.7	2.88	2.79	123	2	9	1695.95	16.29	77.32	60	100	89	2.457	0.65684	{'ott_len': 60, 'ott_percent': 92, 'ott_bw_up': 144, 'ott_bw_down': 110, 'tps_qty_index': 66, 'max_risk_long': 63, 'max_risk_short': 42}
821	2.07	1.59	3.9	172	13	14	2803.03	104.04	120.78	63	69	86	2.52	1.21897	{'ott_len': 47, 'ott_percent': 140, 'ott_bw_up': 158, 'ott_bw_down': 161, 'tps_qty_index': 104, 'max_risk_long': 63, 'max_risk_short': 48}
830	1.39	0.38	3.04	97	3	8	1210.94	23.36	67.27	60	67	88	1.603	1.34277	{'ott_len': 64, 'ott_percent': 130, 'ott_bw_up': 158, 'ott_bw_down': 104, 'tps_qty_index': 39, 'max_risk_long': 64, 'max_risk_short': 30}
832	1.48	0.03	4.33	282	38	24	3649.6	318.67	216.76	62	58	75	1.947	2.18765	{'ott_len': 61, 'ott_percent': 92, 'ott_bw_up': 104, 'ott_bw_down': 157, 'tps_qty_index': 104, 'max_risk_long': 63, 'max_risk_short': 48}
838	0.92	0.16	3.63	157	15	15	1500.46	119.55	129.0	58	60	73	1.57	1.82403	{'ott_len': 60, 'ott_percent': 77, 'ott_bw_up': 104, 'ott_bw_down': 147, 'tps_qty_index': 109, 'max_risk_long': 48, 'max_risk_short': 28}
841	1.18	1.81	4.1	126	11	14	1645.79	90.75	123.83	62	64	86	2.363	1.53663	{'ott_len': 61, 'ott_percent': 190, 'ott_bw_up': 172, 'ott_bw_down': 157, 'tps_qty_index': 47, 'max_risk_long': 61, 'max_risk_short': 30}
843	1.78	3.19	3.51	135	13	11	2117.99	110.93	96.15	67	69	100	2.827	0.92045	{'ott_len': 64, 'ott_percent': 130, 'ott_bw_up': 144, 'ott_bw_down': 144, 'tps_qty_index': 46, 'max_risk_long': 68, 'max_risk_short': 32}
845	0.94	2.15	2.85	97	10	15	925.18	80.9	122.64	60	70	67	1.98	0.96628	{'ott_len': 61, 'ott_percent': 190, 'ott_bw_up': 144, 'ott_bw_down': 157, 'tps_qty_index': 104, 'max_risk_long': 36, 'max_risk_short': 32}
849	2.08	2.65	4.4	369	38	24	10595.52	354.06	224.44	58	58	79	3.043	1.20898	{'ott_len': 60, 'ott_percent': 92, 'ott_bw_up': 104, 'ott_bw_down': 112, 'tps_qty_index': 37, 'max_risk_long': 63, 'max_risk_short': 48}
852	1.04	2.96	3.5	372	47	28	3904.21	474.81	253.99	56	64	71	2.5	1.2929	{'ott_len': 64, 'ott_percent': 190, 'ott_bw_up': 144, 'ott_bw_down': 147, 'tps_qty_index': 34, 'max_risk_long': 66, 'max_risk_short': 32}
861	1.69	2.54	2.96	139	10	15	1930.63	83.06	127.77	59	70	80	2.397	0.64702	{'ott_len': 47, 'ott_percent': 128, 'ott_bw_up': 158, 'ott_bw_down': 161, 'tps_qty_index': 81, 'max_risk_long': 63, 'max_risk_short': 48}
863	1.0	1.64	2.73	829	105	69	9854.87	934.38	632.04	52	54	55	1.79	0.8747	{'ott_len': 60, 'ott_percent': 130, 'ott_bw_up': 104, 'ott_bw_down': 110, 'tps_qty_index': 66, 'max_risk_long': 63, 'max_risk_short': 48}
864	0.8	2.1	2.59	34	1	7	314.9	7.9	58.96	65	100	86	1.83	0.92504	{'ott_len': 58, 'ott_percent': 115, 'ott_bw_up': 158, 'ott_bw_down': 131, 'tps_qty_index': 66, 'max_risk_long': 51, 'max_risk_short': 32}
865	0.51	2.09	2.45	11	1	2	93.12	7.9	15.96	55	100	100	1.683	1.03196	{'ott_len': 64, 'ott_percent': 81, 'ott_bw_up': 158, 'ott_bw_down': 147, 'tps_qty_index': 66, 'max_risk_long': 51, 'max_risk_short': 28}
867	1.51	4.28	2.72	259	22	21	3866.4	196.65	180.24	58	68	71	2.837	1.38868	{'ott_len': 49, 'ott_percent': 128, 'ott_bw_up': 144, 'ott_bw_down': 104, 'tps_qty_index': 109, 'max_risk_long': 61, 'max_risk_short': 30}
872	1.3	1.88	5.1	222	28	17	3019.24	245.2	160.8	58	57	88	2.76	2.04714	{'ott_len': 64, 'ott_percent': 190, 'ott_bw_up': 158, 'ott_bw_down': 131, 'tps_qty_index': 19, 'max_risk_long': 66, 'max_risk_short': 30}
873	2.0	1.83	2.6	207	16	19	3829.88	128.93	161.05	60	62	74	2.143	0.40452	{'ott_len': 49, 'ott_percent': 128, 'ott_bw_up': 158, 'ott_bw_down': 104, 'tps_qty_index': 40, 'max_risk_long': 66, 'max_risk_short': 30}
878	2.21	3.24	3.54	152	13	11	2961.34	111.0	96.17	68	62	100	2.997	0.69759	{'ott_len': 64, 'ott_percent': 128, 'ott_bw_up': 144, 'ott_bw_down': 110, 'tps_qty_index': 46, 'max_risk_long': 68, 'max_risk_short': 32}
881	1.4	2.11	3.36	70	4	9	737.37	32.15	77.3	60	75	78	2.29	0.99232	{'ott_len': 58, 'ott_percent': 128, 'ott_bw_up': 158, 'ott_bw_down': 131, 'tps_qty_index': 66, 'max_risk_long': 59, 'max_risk_short': 30}
890	1.79	2.47	3.48	126	8	11	1955.16	63.55	95.2	66	50	100	2.58	0.85035	{'ott_len': 64, 'ott_percent': 128, 'ott_bw_up': 144, 'ott_bw_down': 112, 'tps_qty_index': 81, 'max_risk_long': 60, 'max_risk_short': 32}
894	1.54	1.5	3.17	140	9	8	2349.78	70.08	68.83	59	56	100	2.07	0.95284	{'ott_len': 64, 'ott_percent': 140, 'ott_bw_up': 158, 'ott_bw_down': 132, 'tps_qty_index': 26, 'max_risk_long': 63, 'max_risk_short': 48}
897	1.31	2.92	2.93	117	2	9	1315.85	16.3	77.93	59	100	89	2.387	0.93243	{'ott_len': 60, 'ott_percent': 92, 'ott_bw_up': 144, 'ott_bw_down': 130, 'tps_qty_index': 67, 'max_risk_long': 70, 'max_risk_short': 48}
900	0.77	2.04	2.49	39	1	4	364.74	7.9	32.91	62	100	100	1.767	0.89198	{'ott_len': 60, 'ott_percent': 92, 'ott_bw_up': 158, 'ott_bw_down': 110, 'tps_qty_index': 41, 'max_risk_long': 59, 'max_risk_short': 30}
901	1.92	1.0	4.31	345	39	19	5937.4	322.48	172.07	60	56	84	2.41	1.70854	{'ott_len': 64, 'ott_percent': 92, 'ott_bw_up': 105, 'ott_bw_down': 97, 'tps_qty_index': 104, 'max_risk_long': 61, 'max_risk_short': 42}
903	1.63	3.61	2.43	229	16	20	3924.45	145.43	176.27	54	56	60	2.557	0.99606	{'ott_len': 49, 'ott_percent': 128, 'ott_bw_up': 146, 'ott_bw_down': 110, 'tps_qty_index': 19, 'max_risk_long': 60, 'max_risk_short': 32}
905	1.86	1.0	3.89	495	51	36	10002.35	446.95	335.66	58	55	69	2.25	1.48395	{'ott_len': 60, 'ott_percent': 102, 'ott_bw_up': 104, 'ott_bw_down': 104, 'tps_qty_index': 103, 'max_risk_long': 63, 'max_risk_short': 48}
908	1.96	0.85	4.33	295	36	18	5243.19	308.27	166.71	58	56	83	2.38	1.77761	{'ott_len': 64, 'ott_percent': 92, 'ott_bw_up': 104, 'ott_bw_down': 108, 'tps_qty_index': 67, 'max_risk_long': 60, 'max_risk_short': 42}
911	0.93	4.76	2.33	346	33	31	3707.97	323.41	275.44	54	79	65	2.673	1.93795	{'ott_len': 34, 'ott_percent': 128, 'ott_bw_up': 164, 'ott_bw_down': 112, 'tps_qty_index': 109, 'max_risk_long': 61, 'max_risk_short': 32}
919	1.28	4.31	4.19	188	18	17	2284.66	162.72	149.14	59	67	82	3.26	1.71578	{'ott_len': 49, 'ott_percent': 128, 'ott_bw_up': 144, 'ott_bw_down': 144, 'tps_qty_index': 109, 'max_risk_long': 67, 'max_risk_short': 30}
922	0.78	1.42	3.2	916	148	82	9587.83	1309.49	802.74	52	53	60	1.8	1.25395	{'ott_len': 41, 'ott_percent': 102, 'ott_bw_up': 87, 'ott_bw_down': 158, 'tps_qty_index': 101, 'max_risk_long': 61, 'max_risk_short': 32}
925	1.14	0.52	2.26	162	11	14	1946.34	85.36	119.21	59	55	71	1.307	0.88189	{'ott_len': 60, 'ott_percent': 92, 'ott_bw_up': 104, 'ott_bw_down': 97, 'tps_qty_index': 104, 'max_risk_long': 31, 'max_risk_short': 42}
938	1.69	1.1	4.72	125	6	16	1453.25	47.62	138.11	63	67	81	2.503	1.94222	{'ott_len': 49, 'ott_percent': 97, 'ott_bw_up': 144, 'ott_bw_down': 104, 'tps_qty_index': 109, 'max_risk_long': 61, 'max_risk_short': 29}
944	0.5	0.91	3.85	1032	149	97	10721.87	1262.44	1076.09	47	54	60	1.753	1.8273	{'ott_len': 49, 'ott_percent': 128, 'ott_bw_up': 91, 'ott_bw_down': 144, 'tps_qty_index': 32, 'max_risk_long': 51, 'max_risk_short': 36}
945	1.53	0.01	2.92	148	10	14	2316.97	77.66	121.86	59	40	86	1.487	1.45548	{'ott_len': 64, 'ott_percent': 136, 'ott_bw_up': 143, 'ott_bw_down': 117, 'tps_qty_index': 67, 'max_risk_long': 61, 'max_risk_short': 32}
949	1.4	3.97	3.51	120	9	10	1540.3	73.65	86.33	65	67	100	2.96	1.37044	{'ott_len': 64, 'ott_percent': 128, 'ott_bw_up': 146, 'ott_bw_down': 112, 'tps_qty_index': 109, 'max_risk_long': 60, 'max_risk_short': 32}
955	1.15	2.91	2.73	85	2	9	870.7	16.32	78.13	56	100	78	2.263	0.96837	{'ott_len': 60, 'ott_percent': 92, 'ott_bw_up': 141, 'ott_bw_down': 110, 'tps_qty_index': 13, 'max_risk_long': 63, 'max_risk_short': 32}
964	1.45	1.17	3.2	257	19	22	3342.4	154.83	201.01	53	58	73	1.94	1.10014	{'ott_len': 49, 'ott_percent': 128, 'ott_bw_up': 134, 'ott_bw_down': 112, 'tps_qty_index': 32, 'max_risk_long': 51, 'max_risk_short': 32}
972	1.68	3.31	2.46	303	25	24	5617.2	229.63	209.19	53	60	58	2.483	0.81525	{'ott_len': 49, 'ott_percent': 128, 'ott_bw_up': 144, 'ott_bw_down': 104, 'tps_qty_index': 67, 'max_risk_long': 61, 'max_risk_short': 32}
974	1.35	3.19	3.36	66	2	9	699.22	16.2	77.3	61	100	78	2.633	1.11464	{'ott_len': 58, 'ott_percent': 128, 'ott_bw_up': 160, 'ott_bw_down': 143, 'tps_qty_index': 66, 'max_risk_long': 61, 'max_risk_short': 29}
975	1.35	3.53	3.07	149	12	13	1891.87	102.85	112.49	62	67	85	2.65	1.14909	{'ott_len': 49, 'ott_percent': 118, 'ott_bw_up': 144, 'ott_bw_down': 174, 'tps_qty_index': 47, 'max_risk_long': 61, 'max_risk_short': 36}
982	1.41	3.46	3.74	406	45	39	6106.76	456.22	390.17	54	62	56	2.87	1.27212	{'ott_len': 52, 'ott_percent': 102, 'ott_bw_up': 104, 'ott_bw_down': 155, 'tps_qty_index': 67, 'max_risk_long': 61, 'max_risk_short': 27}
985	1.41	1.76	3.23	97	4	10	1123.79	32.05	85.86	66	75	90	2.133	0.96573	{'ott_len': 58, 'ott_percent': 128, 'ott_bw_up': 158, 'ott_bw_down': 131, 'tps_qty_index': 46, 'max_risk_long': 68, 'max_risk_short': 32}
995	1.0	0.94	3.24	265	29	25	2673.04	231.21	224.61	55	55	72	1.727	1.31093	{'ott_len': 64, 'ott_percent': 190, 'ott_bw_up': 144, 'ott_bw_down': 139, 'tps_qty_index': 39, 'max_risk_long': 46, 'max_risk_short': 28}
1000	1.79	1.94	4.29	409	40	25	8405.03	353.0	237.68	56	62	76	2.673	1.40208	{'ott_len': 58, 'ott_percent': 92, 'ott_bw_up': 104, 'ott_bw_down': 110, 'tps_qty_index': 66, 'max_risk_long': 63, 'max_risk_short': 48}
1004	1.17	1.09	3.52	389	52	31	4372.19	489.63	275.22	60	62	68	1.927	1.38045	{'ott_len': 64, 'ott_percent': 128, 'ott_bw_up': 112, 'ott_bw_down': 160, 'tps_qty_index': 46, 'max_risk_long': 68, 'max_risk_short': 32}
1005	1.77	2.92	3.54	113	9	11	1811.95	73.48	96.16	68	67	100	2.743	0.89813	{'ott_len': 64, 'ott_percent': 130, 'ott_bw_up': 146, 'ott_bw_down': 144, 'tps_qty_index': 46, 'max_risk_long': 60, 'max_risk_short': 42}
1018	1.51	1.04	2.84	100	2	9	1266.29	16.13	77.29	63	50	100	1.797	0.93361	{'ott_len': 60, 'ott_percent': 92, 'ott_bw_up': 146, 'ott_bw_down': 97, 'tps_qty_index': 40, 'max_risk_long': 66, 'max_risk_short': 31}
1023	1.26	0.15	3.74	191	18	15	2042.05	143.2	132.39	57	50	87	1.717	1.83805	{'ott_len': 64, 'ott_percent': 92, 'ott_bw_up': 107, 'ott_bw_down': 110, 'tps_qty_index': 104, 'max_risk_long': 50, 'max_risk_short': 32}
1030	1.14	2.49	3.15	402	50	32	4841.55	514.0	273.88	59	64	69	2.26	1.02455	{'ott_len': 64, 'ott_percent': 190, 'ott_bw_up': 144, 'ott_bw_down': 128, 'tps_qty_index': 46, 'max_risk_long': 68, 'max_risk_short': 32}
1032	1.08	0.15	3.71	203	10	11	2251.47	77.82	94.9	62	50	91	1.647	1.84641	{'ott_len': 60, 'ott_percent': 92, 'ott_bw_up': 144, 'ott_bw_down': 104, 'tps_qty_index': 109, 'max_risk_long': 63, 'max_risk_short': 48}
1040	1.83	3.15	3.29	265	21	25	4838.79	187.13	214.77	57	62	72	2.757	0.80556	{'ott_len': 49, 'ott_percent': 130, 'ott_bw_up': 144, 'ott_bw_down': 110, 'tps_qty_index': 46, 'max_risk_long': 66, 'max_risk_short': 32}
1046	2.0	1.04	3.33	179	8	20	2864.59	63.37	173.8	61	62	75	2.123	1.14997	{'ott_len': 49, 'ott_percent': 128, 'ott_bw_up': 158, 'ott_bw_down': 110, 'tps_qty_index': 47, 'max_risk_long': 61, 'max_risk_short': 32}
1054	1.27	2.18	2.32	132	5	4	1777.47	40.46	32.56	56	100	75	1.923	0.57012	{'ott_len': 64, 'ott_percent': 86, 'ott_bw_up': 144, 'ott_bw_down': 105, 'tps_qty_index': 37, 'max_risk_long': 60, 'max_risk_short': 48}
1062	1.51	1.12	3.98	320	39	26	5446.52	338.54	230.15	52	49	73	2.203	1.55095	{'ott_len': 64, 'ott_percent': 190, 'ott_bw_up': 146, 'ott_bw_down': 162, 'tps_qty_index': 58, 'max_risk_long': 63, 'max_risk_short': 32}
1064	1.95	3.37	3.31	118	12	10	1774.6	102.12	86.73	68	67	100	2.877	0.80308	{'ott_len': 64, 'ott_percent': 128, 'ott_bw_up': 146, 'ott_bw_down': 144, 'tps_qty_index': 46, 'max_risk_long': 68, 'max_risk_short': 32}
1069	1.62	1.87	3.38	250	20	17	4143.23	166.69	151.03	58	50	76	2.29	0.95221	{'ott_len': 60, 'ott_percent': 92, 'ott_bw_up': 118, 'ott_bw_down': 112, 'tps_qty_index': 98, 'max_risk_long': 63, 'max_risk_short': 48}
1070	1.11	2.64	4.13	415	47	32	5374.94	466.82	310.24	54	57	69	2.627	1.51004	{'ott_len': 61, 'ott_percent': 190, 'ott_bw_up': 142, 'ott_bw_down': 175, 'tps_qty_index': 31, 'max_risk_long': 61, 'max_risk_short': 46}
1077	0.76	0.49	2.89	1065	151	109	14093.91	1200.92	1085.34	48	51	57	1.38	1.31465	{'ott_len': 49, 'ott_percent': 128, 'ott_bw_up': 92, 'ott_bw_down': 108, 'tps_qty_index': 73, 'max_risk_long': 50, 'max_risk_short': 32}
1092	1.52	3.31	5.14	414	55	32	6977.64	608.01	309.08	62	65	81	3.323	1.81004	{'ott_len': 64, 'ott_percent': 197, 'ott_bw_up': 144, 'ott_bw_down': 144, 'tps_qty_index': 46, 'max_risk_long': 68, 'max_risk_short': 32}
1093	1.82	0.08	4.22	273	34	22	5684.61	280.36	194.09	55	47	77	2.04	2.07875	{'ott_len': 64, 'ott_percent': 177, 'ott_bw_up': 144, 'ott_bw_down': 155, 'tps_qty_index': 58, 'max_risk_long': 63, 'max_risk_short': 32}
1107	1.81	2.53	3.27	120	9	10	2018.31	73.23	90.78	59	44	100	2.537	0.73002	{'ott_len': 64, 'ott_percent': 128, 'ott_bw_up': 146, 'ott_bw_down': 112, 'tps_qty_index': 10, 'max_risk_long': 59, 'max_risk_short': 32}
1118	1.61	1.66	2.14	340	34	27	6648.35	294.03	231.29	51	56	63	1.803	0.29263	{'ott_len': 49, 'ott_percent': 128, 'ott_bw_up': 144, 'ott_bw_down': 104, 'tps_qty_index': 71, 'max_risk_long': 68, 'max_risk_short': 33}
1120	1.58	2.12	3.58	331	33	28	4988.94	299.7	262.72	55	61	68	2.427	1.03467	{'ott_len': 61, 'ott_percent': 190, 'ott_bw_up': 144, 'ott_bw_down': 133, 'tps_qty_index': 66, 'max_risk_long': 52, 'max_risk_short': 30}
1123	1.12	3.22	2.81	157	13	14	1977.1	114.77	124.15	54	54	71	2.383	1.11312	{'ott_len': 49, 'ott_percent': 128, 'ott_bw_up': 146, 'ott_bw_down': 144, 'tps_qty_index': 19, 'max_risk_long': 59, 'max_risk_short': 27}
1125	1.55	1.11	3.29	96	7	12	1212.12	54.86	104.71	57	57	83	1.983	1.15279	{'ott_len': 63, 'ott_percent': 128, 'ott_bw_up': 153, 'ott_bw_down': 108, 'tps_qty_index': 19, 'max_risk_long': 59, 'max_risk_short': 32}
1132	1.77	2.43	3.29	125	10	10	1971.5	81.57	89.62	59	50	100	2.497	0.76219	{'ott_len': 64, 'ott_percent': 128, 'ott_bw_up': 146, 'ott_bw_down': 110, 'tps_qty_index': 19, 'max_risk_long': 60, 'max_risk_short': 32}
1154	2.06	1.72	3.41	158	12	12	3135.24	95.74	105.04	66	58	92	2.397	0.89389	{'ott_len': 64, 'ott_percent': 128, 'ott_bw_up': 144, 'ott_bw_down': 104, 'tps_qty_index': 47, 'max_risk_long': 61, 'max_risk_short': 32}
1155	1.61	2.72	2.8	203	15	17	3618.81	133.7	148.79	55	47	65	2.377	0.66516	{'ott_len': 49, 'ott_percent': 128, 'ott_bw_up': 146, 'ott_bw_down': 110, 'tps_qty_index': 19, 'max_risk_long': 60, 'max_risk_short': 30}
1157	1.18	2.42	3.63	356	43	28	4323.41	409.14	253.81	54	60	71	2.41	1.22503	{'ott_len': 64, 'ott_percent': 190, 'ott_bw_up': 144, 'ott_bw_down': 135, 'tps_qty_index': 67, 'max_risk_long': 61, 'max_risk_short': 30}
1177	1.67	4.29	2.89	246	20	21	4313.25	190.12	185.73	54	60	62	2.95	1.31103	{'ott_len': 49, 'ott_percent': 128, 'ott_bw_up': 146, 'ott_bw_down': 110, 'tps_qty_index': 19, 'max_risk_long': 67, 'max_risk_short': 32}
1185	1.36	2.96	3.32	221	21	19	3176.44	192.41	168.24	53	48	68	2.547	1.04333	{'ott_len': 49, 'ott_percent': 128, 'ott_bw_up': 144, 'ott_bw_down': 105, 'tps_qty_index': 19, 'max_risk_long': 63, 'max_risk_short': 28}
1187	1.95	4.04	3.78	143	12	11	2215.3	100.93	96.18	66	67	100	3.257	1.13905	{'ott_len': 64, 'ott_percent': 128, 'ott_bw_up': 145, 'ott_bw_down': 112, 'tps_qty_index': 109, 'max_risk_long': 68, 'max_risk_short': 32}
1192	1.57	1.49	3.31	334	40	27	5020.56	357.82	243.2	59	60	70	2.123	1.02846	{'ott_len': 64, 'ott_percent': 190, 'ott_bw_up': 144, 'ott_bw_down': 166, 'tps_qty_index': 42, 'max_risk_long': 58, 'max_risk_short': 30}
