Trial #	Score1	Score2	Score3	Trades1	Trades2	Trades3	Fees1	Fees2	Fees3	Winrate1	Winrate2	Winrate3	Average	Deviation	Parameters
418	0.17	2.65	2.19	1615	227	157	12046.66	2451.96	1541.97	47	54	50	1.67	1.31924	{'ott_len': 52, 'ott_percent': 128, 'ott_bw_up': 85, 'ott_bw_down': 90, 'tps_qty_index': 33, 'max_risk_long': 60, 'max_risk_short': 30}
428	1.96	0.0	2.9	342	36	27	7809.93	296.76	238.64	58	47	67	1.62	1.47959	{'ott_len': 64, 'ott_percent': 128, 'ott_bw_up': 115, 'ott_bw_down': 112, 'tps_qty_index': 37, 'max_risk_long': 60, 'max_risk_short': 32}
431	1.92	2.49	4.25	414	43	29	7873.15	383.61	273.7	61	63	76	2.887	1.21459	{'ott_len': 60, 'ott_percent': 92, 'ott_bw_up': 104, 'ott_bw_down': 97, 'tps_qty_index': 104, 'max_risk_long': 63, 'max_risk_short': 42}
432	1.67	0.11	5.04	262	36	20	3137.98	305.96	182.54	64	58	85	2.273	2.51977	{'ott_len': 64, 'ott_percent': 92, 'ott_bw_up': 104, 'ott_bw_down': 124, 'tps_qty_index': 109, 'max_risk_long': 66, 'max_risk_short': 36}
435	1.37	2.51	3.57	101	5	13	1089.01	41.1	112.62	54	80	69	2.483	1.10024	{'ott_len': 52, 'ott_percent': 102, 'ott_bw_up': 144, 'ott_bw_down': 122, 'tps_qty_index': 19, 'max_risk_long': 61, 'max_risk_short': 30}
441	1.7	1.3	3.66	406	53	30	6947.24	478.96	272.72	56	58	63	2.22	1.26301	{'ott_len': 64, 'ott_percent': 90, 'ott_bw_up': 91, 'ott_bw_down': 147, 'tps_qty_index': 67, 'max_risk_long': 59, 'max_risk_short': 28}
442	1.15	0.23	4.21	321	29	28	5052.71	229.98	273.17	55	52	79	1.863	2.08368	{'ott_len': 50, 'ott_percent': 80, 'ott_bw_up': 101, 'ott_bw_down': 128, 'tps_qty_index': 37, 'max_risk_long': 54, 'max_risk_short': 34}
445	0.69	1.92	3.81	56	1	8	507.89	7.88	67.47	62	100	100	2.14	1.57159	{'ott_len': 64, 'ott_percent': 128, 'ott_bw_up': 158, 'ott_bw_down': 138, 'tps_qty_index': 109, 'max_risk_long': 60, 'max_risk_short': 30}
446	0.85	2.06	3.26	267	17	17	3402.17	136.67	156.35	53	59	82	2.057	1.205	{'ott_len': 60, 'ott_percent': 92, 'ott_bw_up': 144, 'ott_bw_down': 97, 'tps_qty_index': 33, 'max_risk_long': 61, 'max_risk_short': 48}
451	0.76	0.89	2.64	923	131	88	10697.4	1072.14	895.52	48	47	55	1.43	1.0499	{'ott_len': 46, 'ott_percent': 128, 'ott_bw_up': 96, 'ott_bw_down': 110, 'tps_qty_index': 23, 'max_risk_long': 48, 'max_risk_short': 25}
453	1.76	0.89	3.41	189	18	16	2818.71	153.65	143.64	57	50	81	2.02	1.27996	{'ott_len': 58, 'ott_percent': 127, 'ott_bw_up': 135, 'ott_bw_down': 151, 'tps_qty_index': 11, 'max_risk_long': 63, 'max_risk_short': 48}
455	1.44	0.74	4.01	149	13	14	1903.57	104.58	124.02	60	62	93	2.063	1.72181	{'ott_len': 64, 'ott_percent': 128, 'ott_bw_up': 135, 'ott_bw_down': 151, 'tps_qty_index': 82, 'max_risk_long': 61, 'max_risk_short': 25}
463	1.55	2.51	3.57	107	5	13	1293.56	41.1	112.62	57	80	69	2.543	1.01041	{'ott_len': 52, 'ott_percent': 102, 'ott_bw_up': 144, 'ott_bw_down': 110, 'tps_qty_index': 19, 'max_risk_long': 61, 'max_risk_short': 30}
476	0.77	1.91	3.5	59	1	8	573.41	7.92	68.89	56	100	88	2.06	1.37117	{'ott_len': 64, 'ott_percent': 102, 'ott_bw_up': 144, 'ott_bw_down': 125, 'tps_qty_index': 67, 'max_risk_long': 60, 'max_risk_short': 32}
478	0.53	3.41	2.4	48	3	9	424.11	24.31	74.68	54	100	67	2.113	1.46124	{'ott_len': 52, 'ott_percent': 102, 'ott_bw_up': 144, 'ott_bw_down': 138, 'tps_qty_index': 54, 'max_risk_long': 49, 'max_risk_short': 32}
483	1.77	3.16	4.3	464	48	42	9092.95	467.43	419.18	57	56	71	3.077	1.26706	{'ott_len': 52, 'ott_percent': 102, 'ott_bw_up': 104, 'ott_bw_down': 97, 'tps_qty_index': 103, 'max_risk_long': 61, 'max_risk_short': 30}
488	0.53	3.15	2.26	651	83	44	6539.32	796.65	393.26	52	55	66	1.98	1.33225	{'ott_len': 24, 'ott_percent': 130, 'ott_bw_up': 144, 'ott_bw_down': 169, 'tps_qty_index': 33, 'max_risk_long': 61, 'max_risk_short': 58}
490	0.25	0.78	2.57	77	6	11	670.99	49.11	95.2	47	50	64	1.2	1.21569	{'ott_len': 47, 'ott_percent': 159, 'ott_bw_up': 158, 'ott_bw_down': 144, 'tps_qty_index': 16, 'max_risk_long': 43, 'max_risk_short': 30}
491	2.02	0.39	2.63	268	19	27	6010.02	154.39	235.07	56	53	63	1.68	1.15806	{'ott_len': 47, 'ott_percent': 128, 'ott_bw_up': 144, 'ott_bw_down': 108, 'tps_qty_index': 16, 'max_risk_long': 59, 'max_risk_short': 32}
498	1.12	1.92	5.43	464	52	40	8789.83	423.53	392.91	59	60	72	2.823	2.2926	{'ott_len': 39, 'ott_percent': 102, 'ott_bw_up': 117, 'ott_bw_down': 108, 'tps_qty_index': 90, 'max_risk_long': 59, 'max_risk_short': 32}
503	1.59	0.7	3.08	504	59	44	10923.64	527.75	414.67	54	44	57	1.79	1.20254	{'ott_len': 52, 'ott_percent': 128, 'ott_bw_up': 115, 'ott_bw_down': 110, 'tps_qty_index': 61, 'max_risk_long': 61, 'max_risk_short': 32}
505	1.2	2.77	3.56	365	48	29	4111.95	489.65	260.38	55	60	69	2.51	1.20129	{'ott_len': 64, 'ott_percent': 190, 'ott_bw_up': 144, 'ott_bw_down': 163, 'tps_qty_index': 66, 'max_risk_long': 68, 'max_risk_short': 32}
507	1.51	0.83	3.45	219	21	18	3136.18	173.92	164.26	61	57	78	1.93	1.35956	{'ott_len': 55, 'ott_percent': 130, 'ott_bw_up': 133, 'ott_bw_down': 169, 'tps_qty_index': 33, 'max_risk_long': 60, 'max_risk_short': 30}
511	0.9	1.51	3.64	347	37	27	3906.26	325.35	263.3	54	57	67	2.017	1.43855	{'ott_len': 49, 'ott_percent': 128, 'ott_bw_up': 125, 'ott_bw_down': 168, 'tps_qty_index': 19, 'max_risk_long': 60, 'max_risk_short': 25}
515	1.34	0.1	3.01	69	5	9	839.93	38.76	78.5	64	40	100	1.483	1.46029	{'ott_len': 64, 'ott_percent': 128, 'ott_bw_up': 152, 'ott_bw_down': 151, 'tps_qty_index': 11, 'max_risk_long': 60, 'max_risk_short': 32}
523	1.93	1.32	3.51	228	24	19	4534.62	210.8	169.37	55	46	74	2.253	1.13024	{'ott_len': 58, 'ott_percent': 128, 'ott_bw_up': 135, 'ott_bw_down': 105, 'tps_qty_index': 11, 'max_risk_long': 60, 'max_risk_short': 32}
528	1.18	3.35	3.35	467	62	37	6637.13	566.17	335.17	54	56	68	2.627	1.25285	{'ott_len': 24, 'ott_percent': 130, 'ott_bw_up': 144, 'ott_bw_down': 151, 'tps_qty_index': 33, 'max_risk_long': 61, 'max_risk_short': 25}
529	1.25	2.25	3.18	237	16	14	3047.05	132.74	120.63	57	69	86	2.227	0.96521	{'ott_len': 64, 'ott_percent': 92, 'ott_bw_up': 115, 'ott_bw_down': 112, 'tps_qty_index': 104, 'max_risk_long': 60, 'max_risk_short': 48}
537	1.78	0.54	4.7	334	38	19	4726.51	324.92	170.36	65	63	84	2.34	2.13579	{'ott_len': 64, 'ott_percent': 92, 'ott_bw_up': 104, 'ott_bw_down': 112, 'tps_qty_index': 110, 'max_risk_long': 63, 'max_risk_short': 48}
538	1.35	2.4	3.0	98	5	12	1070.21	40.88	101.35	64	80	83	2.25	0.83516	{'ott_len': 52, 'ott_percent': 92, 'ott_bw_up': 144, 'ott_bw_down': 110, 'tps_qty_index': 104, 'max_risk_long': 63, 'max_risk_short': 30}
541	1.35	0.92	2.86	700	86	54	11829.35	732.44	509.25	54	53	56	1.71	1.01887	{'ott_len': 60, 'ott_percent': 130, 'ott_bw_up': 104, 'ott_bw_down': 129, 'tps_qty_index': 37, 'max_risk_long': 63, 'max_risk_short': 55}
549	1.56	1.78	2.6	211	17	13	3349.54	137.18	112.6	54	59	85	1.98	0.54809	{'ott_len': 64, 'ott_percent': 90, 'ott_bw_up': 118, 'ott_bw_down': 108, 'tps_qty_index': 66, 'max_risk_long': 60, 'max_risk_short': 46}
554	0.96	1.81	3.09	270	17	17	3421.19	135.15	156.1	53	59	82	1.953	1.07221	{'ott_len': 60, 'ott_percent': 92, 'ott_bw_up': 144, 'ott_bw_down': 97, 'tps_qty_index': 67, 'max_risk_long': 63, 'max_risk_short': 48}
555	1.96	2.02	3.45	126	8	11	2157.65	63.36	97.01	65	38	100	2.477	0.84347	{'ott_len': 64, 'ott_percent': 128, 'ott_bw_up': 144, 'ott_bw_down': 112, 'tps_qty_index': 37, 'max_risk_long': 60, 'max_risk_short': 32}
559	1.26	0.11	2.67	217	23	13	2807.22	182.04	113.01	49	48	69	1.347	1.2822	{'ott_len': 58, 'ott_percent': 90, 'ott_bw_up': 125, 'ott_bw_down': 76, 'tps_qty_index': 16, 'max_risk_long': 60, 'max_risk_short': 25}
563	0.95	2.08	2.14	50	1	6	477.84	7.91	48.98	54	100	83	1.723	0.6704	{'ott_len': 64, 'ott_percent': 90, 'ott_bw_up': 144, 'ott_bw_down': 147, 'tps_qty_index': 67, 'max_risk_long': 61, 'max_risk_short': 28}
564	0.43	1.46	2.16	978	164	86	7462.6	1493.12	759.35	46	49	53	1.35	0.87023	{'ott_len': 24, 'ott_percent': 130, 'ott_bw_up': 115, 'ott_bw_down': 151, 'tps_qty_index': 61, 'max_risk_long': 61, 'max_risk_short': 25}
567	0.78	1.91	2.68	29	1	5	256.96	7.92	41.51	45	100	100	1.79	0.95567	{'ott_len': 64, 'ott_percent': 102, 'ott_bw_up': 144, 'ott_bw_down': 138, 'tps_qty_index': 67, 'max_risk_long': 47, 'max_risk_short': 45}
568	1.01	0.14	3.21	216	19	17	2584.58	153.79	155.76	53	47	76	1.453	1.58229	{'ott_len': 51, 'ott_percent': 128, 'ott_bw_up': 135, 'ott_bw_down': 144, 'tps_qty_index': 16, 'max_risk_long': 57, 'max_risk_short': 32}
574	1.73	0.89	3.41	192	18	16	2703.76	153.65	143.64	57	50	81	2.01	1.28312	{'ott_len': 58, 'ott_percent': 127, 'ott_bw_up': 135, 'ott_bw_down': 153, 'tps_qty_index': 11, 'max_risk_long': 63, 'max_risk_short': 48}
576	1.91	2.28	3.78	126	9	11	1803.08	72.12	96.18	67	56	100	2.657	0.99027	{'ott_len': 64, 'ott_percent': 128, 'ott_bw_up': 144, 'ott_bw_down': 112, 'tps_qty_index': 109, 'max_risk_long': 61, 'max_risk_short': 32}
581	1.23	1.69	4.12	185	18	17	2176.22	154.46	153.95	53	56	76	2.347	1.55288	{'ott_len': 51, 'ott_percent': 130, 'ott_bw_up': 144, 'ott_bw_down': 144, 'tps_qty_index': 67, 'max_risk_long': 68, 'max_risk_short': 32}
587	1.07	2.25	3.32	47	1	4	451.85	7.87	32.7	77	100	100	2.213	1.12545	{'ott_len': 64, 'ott_percent': 92, 'ott_bw_up': 158, 'ott_bw_down': 112, 'tps_qty_index': 110, 'max_risk_long': 63, 'max_risk_short': 36}
588	1.48	2.79	2.79	197	10	15	2987.37	80.55	136.34	54	70	73	2.353	0.75633	{'ott_len': 60, 'ott_percent': 92, 'ott_bw_up': 144, 'ott_bw_down': 97, 'tps_qty_index': 11, 'max_risk_long': 63, 'max_risk_short': 42}
589	0.82	0.77	3.93	819	138	75	8450.93	1135.63	763.9	53	54	68	1.84	1.81017	{'ott_len': 40, 'ott_percent': 128, 'ott_bw_up': 104, 'ott_bw_down': 145, 'tps_qty_index': 104, 'max_risk_long': 63, 'max_risk_short': 22}
593	2.01	0.7	2.6	340	41	27	6098.7	351.3	237.82	57	54	67	1.77	0.97247	{'ott_len': 64, 'ott_percent': 81, 'ott_bw_up': 91, 'ott_bw_down': 147, 'tps_qty_index': 20, 'max_risk_long': 59, 'max_risk_short': 28}
594	1.82	1.8	3.31	183	9	19	2857.27	71.78	165.5	58	67	68	2.31	0.86608	{'ott_len': 49, 'ott_percent': 130, 'ott_bw_up': 160, 'ott_bw_down': 112, 'tps_qty_index': 77, 'max_risk_long': 67, 'max_risk_short': 32}
596	0.33	2.09	2.11	751	112	66	6354.78	1038.1	564.16	48	51	59	1.51	1.02196	{'ott_len': 24, 'ott_percent': 130, 'ott_bw_up': 125, 'ott_bw_down': 169, 'tps_qty_index': 91, 'max_risk_long': 61, 'max_risk_short': 30}
598	1.39	0.88	3.94	185	14	13	2495.17	112.46	116.14	57	57	92	2.07	1.63942	{'ott_len': 64, 'ott_percent': 130, 'ott_bw_up': 133, 'ott_bw_down': 112, 'tps_qty_index': 69, 'max_risk_long': 60, 'max_risk_short': 30}
600	0.99	0.81	3.0	829	114	67	10196.29	937.84	642.7	51	49	57	1.6	1.21577	{'ott_len': 60, 'ott_percent': 128, 'ott_bw_up': 104, 'ott_bw_down': 108, 'tps_qty_index': 16, 'max_risk_long': 59, 'max_risk_short': 49}
604	1.46	2.9	4.04	521	65	39	8807.1	628.08	343.78	59	66	67	2.8	1.2929	{'ott_len': 64, 'ott_percent': 90, 'ott_bw_up': 91, 'ott_bw_down': 77, 'tps_qty_index': 109, 'max_risk_long': 59, 'max_risk_short': 28}
605	0.85	1.91	3.46	60	1	8	600.74	7.92	69.07	55	100	88	2.073	1.31264	{'ott_len': 64, 'ott_percent': 102, 'ott_bw_up': 144, 'ott_bw_down': 110, 'tps_qty_index': 19, 'max_risk_long': 60, 'max_risk_short': 30}
613	0.56	3.77	2.52	59	3	10	512.22	24.92	84.76	51	100	70	2.283	1.61803	{'ott_len': 52, 'ott_percent': 102, 'ott_bw_up': 149, 'ott_bw_down': 148, 'tps_qty_index': 16, 'max_risk_long': 54, 'max_risk_short': 32}
618	1.16	1.15	4.38	411	45	36	5588.93	375.3	358.6	53	56	69	2.23	1.86196	{'ott_len': 49, 'ott_percent': 92, 'ott_bw_up': 104, 'ott_bw_down': 144, 'tps_qty_index': 19, 'max_risk_long': 67, 'max_risk_short': 40}
621	1.94	0.82	3.95	331	39	19	6282.51	338.8	174.62	56	54	84	2.237	1.58595	{'ott_len': 64, 'ott_percent': 92, 'ott_bw_up': 104, 'ott_bw_down': 112, 'tps_qty_index': 37, 'max_risk_long': 63, 'max_risk_short': 48}
622	1.47	0.69	3.59	502	72	43	8744.1	645.92	409.99	54	50	58	1.917	1.50071	{'ott_len': 58, 'ott_percent': 138, 'ott_bw_up': 112, 'ott_bw_down': 151, 'tps_qty_index': 11, 'max_risk_long': 61, 'max_risk_short': 30}
624	1.3	3.4	4.12	411	46	39	5520.56	455.79	381.25	57	59	72	2.94	1.4652	{'ott_len': 52, 'ott_percent': 102, 'ott_bw_up': 104, 'ott_bw_down': 155, 'tps_qty_index': 101, 'max_risk_long': 61, 'max_risk_short': 27}
628	1.7	2.29	4.07	284	35	23	4505.74	318.65	216.69	58	57	74	2.687	1.23379	{'ott_len': 60, 'ott_percent': 92, 'ott_bw_up': 104, 'ott_bw_down': 147, 'tps_qty_index': 67, 'max_risk_long': 63, 'max_risk_short': 28}
636	1.58	1.56	3.35	223	20	17	3211.43	171.11	152.36	59	50	76	2.163	1.02773	{'ott_len': 60, 'ott_percent': 92, 'ott_bw_up': 115, 'ott_bw_down': 97, 'tps_qty_index': 99, 'max_risk_long': 63, 'max_risk_short': 32}
637	1.14	1.43	4.45	384	38	23	5792.59	321.55	211.18	58	58	78	2.34	1.83306	{'ott_len': 60, 'ott_percent': 81, 'ott_bw_up': 104, 'ott_bw_down': 101, 'tps_qty_index': 104, 'max_risk_long': 59, 'max_risk_short': 53}
640	1.47	0.15	2.76	584	96	56	9561.01	761.61	486.62	54	48	59	1.46	1.30503	{'ott_len': 49, 'ott_percent': 159, 'ott_bw_up': 123, 'ott_bw_down': 144, 'tps_qty_index': 93, 'max_risk_long': 67, 'max_risk_short': 36}
642	1.51	2.79	3.6	397	43	37	5912.36	408.73	367.33	54	58	57	2.633	1.05377	{'ott_len': 52, 'ott_percent': 102, 'ott_bw_up': 104, 'ott_bw_down': 148, 'tps_qty_index': 16, 'max_risk_long': 54, 'max_risk_short': 32}
643	1.68	0.52	4.01	442	51	30	8300.17	432.35	270.99	55	53	67	2.07	1.77739	{'ott_len': 64, 'ott_percent': 90, 'ott_bw_up': 91, 'ott_bw_down': 124, 'tps_qty_index': 92, 'max_risk_long': 60, 'max_risk_short': 46}
644	1.63	3.61	2.43	229	16	20	3859.42	145.43	176.27	54	56	60	2.557	0.99606	{'ott_len': 49, 'ott_percent': 128, 'ott_bw_up': 146, 'ott_bw_down': 110, 'tps_qty_index': 19, 'max_risk_long': 59, 'max_risk_short': 32}
646	1.04	2.11	2.73	72	4	9	751.08	32.15	76.8	57	75	67	1.96	0.85493	{'ott_len': 58, 'ott_percent': 128, 'ott_bw_up': 158, 'ott_bw_down': 112, 'tps_qty_index': 66, 'max_risk_long': 55, 'max_risk_short': 29}
647	1.92	0.0	2.9	332	36	27	7552.17	296.76	238.64	58	47	67	1.607	1.47517	{'ott_len': 64, 'ott_percent': 128, 'ott_bw_up': 115, 'ott_bw_down': 117, 'tps_qty_index': 37, 'max_risk_long': 60, 'max_risk_short': 32}
648	1.44	2.15	3.7	355	40	27	5247.94	354.87	246.22	58	62	81	2.43	1.15572	{'ott_len': 53, 'ott_percent': 92, 'ott_bw_up': 104, 'ott_bw_down': 88, 'tps_qty_index': 104, 'max_risk_long': 63, 'max_risk_short': 20}
649	1.32	1.09	3.73	132	12	11	1683.75	96.3	96.1	64	67	100	2.047	1.46234	{'ott_len': 64, 'ott_percent': 159, 'ott_bw_up': 158, 'ott_bw_down': 144, 'tps_qty_index': 109, 'max_risk_long': 67, 'max_risk_short': 28}
652	1.07	3.48	2.32	425	47	39	6334.01	489.04	343.85	49	57	56	2.29	1.20528	{'ott_len': 49, 'ott_percent': 159, 'ott_bw_up': 158, 'ott_bw_down': 110, 'tps_qty_index': 19, 'max_risk_long': 66, 'max_risk_short': 32}
655	1.06	1.07	2.63	560	76	56	7308.83	664.96	526.1	59	59	66	1.587	0.90357	{'ott_len': 52, 'ott_percent': 102, 'ott_bw_up': 96, 'ott_bw_down': 97, 'tps_qty_index': 109, 'max_risk_long': 61, 'max_risk_short': 25}
658	0.89	1.37	3.75	770	101	59	8921.84	893.01	588.57	56	53	64	2.003	1.53158	{'ott_len': 60, 'ott_percent': 128, 'ott_bw_up': 104, 'ott_bw_down': 112, 'tps_qty_index': 104, 'max_risk_long': 60, 'max_risk_short': 48}
660	1.56	1.97	2.93	202	16	17	3271.61	137.51	149.65	55	38	71	2.153	0.70316	{'ott_len': 52, 'ott_percent': 128, 'ott_bw_up': 144, 'ott_bw_down': 110, 'tps_qty_index': 11, 'max_risk_long': 61, 'max_risk_short': 30}
664	1.88	0.73	3.2	301	34	25	5145.52	290.96	221.65	58	59	64	1.937	1.23597	{'ott_len': 64, 'ott_percent': 102, 'ott_bw_up': 104, 'ott_bw_down': 155, 'tps_qty_index': 67, 'max_risk_long': 61, 'max_risk_short': 27}
666	0.39	0.27	2.5	742	117	69	7073.54	903.64	649.28	56	58	62	1.053	1.25429	{'ott_len': 60, 'ott_percent': 128, 'ott_bw_up': 96, 'ott_bw_down': 141, 'tps_qty_index': 109, 'max_risk_long': 63, 'max_risk_short': 28}
667	1.46	0.31	2.32	273	27	41	2713.66	221.47	343.2	50	56	51	1.363	1.00848	{'ott_len': 47, 'ott_percent': 92, 'ott_bw_up': 76, 'ott_bw_down': 104, 'tps_qty_index': 104, 'max_risk_long': 22, 'max_risk_short': 30}
668	0.44	2.04	2.8	52	1	6	477.36	7.9	49.72	50	100	83	1.76	1.20466	{'ott_len': 64, 'ott_percent': 102, 'ott_bw_up': 149, 'ott_bw_down': 148, 'tps_qty_index': 16, 'max_risk_long': 60, 'max_risk_short': 32}
669	2.11	0.95	4.74	352	42	19	6387.12	352.94	173.13	61	55	84	2.6	1.94193	{'ott_len': 64, 'ott_percent': 92, 'ott_bw_up': 104, 'ott_bw_down': 97, 'tps_qty_index': 104, 'max_risk_long': 60, 'max_risk_short': 42}
672	1.59	0.51	4.39	432	36	28	7558.57	286.41	267.9	59	53	79	2.163	2.00253	{'ott_len': 60, 'ott_percent': 92, 'ott_bw_up': 104, 'ott_bw_down': 97, 'tps_qty_index': 104, 'max_risk_long': 49, 'max_risk_short': 48}
675	0.38	2.75	2.87	451	64	33	3515.63	538.22	298.89	45	56	58	2.0	1.40424	{'ott_len': 17, 'ott_percent': 102, 'ott_bw_up': 144, 'ott_bw_down': 157, 'tps_qty_index': 69, 'max_risk_long': 46, 'max_risk_short': 30}
678	1.7	2.13	3.85	142	6	16	2000.55	49.21	137.36	54	67	69	2.56	1.13767	{'ott_len': 52, 'ott_percent': 102, 'ott_bw_up': 144, 'ott_bw_down': 100, 'tps_qty_index': 33, 'max_risk_long': 61, 'max_risk_short': 30}
683	1.31	2.92	3.07	210	21	19	2725.24	184.28	171.19	55	57	74	2.433	0.97572	{'ott_len': 60, 'ott_percent': 77, 'ott_bw_up': 104, 'ott_bw_down': 147, 'tps_qty_index': 67, 'max_risk_long': 63, 'max_risk_short': 28}
693	1.03	3.06	2.67	87	5	10	876.42	41.47	84.14	55	80	70	2.253	1.07723	{'ott_len': 58, 'ott_percent': 102, 'ott_bw_up': 144, 'ott_bw_down': 110, 'tps_qty_index': 19, 'max_risk_long': 61, 'max_risk_short': 30}
694	1.76	2.75	3.14	138	10	15	1885.1	82.9	127.87	62	70	80	2.55	0.71141	{'ott_len': 47, 'ott_percent': 128, 'ott_bw_up': 158, 'ott_bw_down': 161, 'tps_qty_index': 104, 'max_risk_long': 63, 'max_risk_short': 48}
696	1.59	0.79	2.94	588	67	47	11136.89	567.6	417.72	58	55	60	1.773	1.08666	{'ott_len': 60, 'ott_percent': 102, 'ott_bw_up': 104, 'ott_bw_down': 97, 'tps_qty_index': 104, 'max_risk_long': 61, 'max_risk_short': 48}
700	1.01	1.02	3.35	552	79	48	6324.38	707.29	463.34	53	51	62	1.793	1.34812	{'ott_len': 60, 'ott_percent': 128, 'ott_bw_up': 104, 'ott_bw_down': 147, 'tps_qty_index': 67, 'max_risk_long': 60, 'max_risk_short': 32}
701	1.24	2.29	3.49	356	44	28	4412.66	419.21	254.59	56	59	71	2.34	1.12583	{'ott_len': 64, 'ott_percent': 190, 'ott_bw_up': 144, 'ott_bw_down': 145, 'tps_qty_index': 39, 'max_risk_long': 60, 'max_risk_short': 30}
703	1.8	0.52	4.24	361	39	26	6289.02	316.36	250.57	58	56	77	2.187	1.8899	{'ott_len': 60, 'ott_percent': 115, 'ott_bw_up': 117, 'ott_bw_down': 108, 'tps_qty_index': 79, 'max_risk_long': 59, 'max_risk_short': 42}
708	0.61	0.3	2.12	95	8	11	820.76	65.11	93.88	47	50	64	1.01	0.9737	{'ott_len': 49, 'ott_percent': 159, 'ott_bw_up': 158, 'ott_bw_down': 144, 'tps_qty_index': 17, 'max_risk_long': 45, 'max_risk_short': 36}
713	1.39	0.79	2.89	612	87	50	11742.53	719.4	475.07	54	51	62	1.69	1.08167	{'ott_len': 33, 'ott_percent': 190, 'ott_bw_up': 153, 'ott_bw_down': 151, 'tps_qty_index': 33, 'max_risk_long': 61, 'max_risk_short': 33}
714	1.61	2.26	3.72	108	5	13	1310.71	40.62	111.94	59	80	77	2.53	1.0806	{'ott_len': 52, 'ott_percent': 102, 'ott_bw_up': 144, 'ott_bw_down': 110, 'tps_qty_index': 43, 'max_risk_long': 61, 'max_risk_short': 30}
719	0.89	0.94	5.07	450	65	38	4733.66	609.95	371.72	55	55	68	2.3	2.39902	{'ott_len': 64, 'ott_percent': 190, 'ott_bw_up': 138, 'ott_bw_down': 165, 'tps_qty_index': 39, 'max_risk_long': 63, 'max_risk_short': 30}
722	1.47	0.15	3.27	176	21	16	2578.85	172.57	141.96	56	48	75	1.63	1.56614	{'ott_len': 60, 'ott_percent': 159, 'ott_bw_up': 158, 'ott_bw_down': 110, 'tps_qty_index': 42, 'max_risk_long': 63, 'max_risk_short': 28}
724	0.82	1.17	3.5	695	85	54	12295.97	722.54	539.37	53	53	67	1.83	1.45681	{'ott_len': 41, 'ott_percent': 92, 'ott_bw_up': 104, 'ott_bw_down': 112, 'tps_qty_index': 37, 'max_risk_long': 63, 'max_risk_short': 50}
727	2.0	2.85	4.42	382	39	24	9330.85	366.62	225.2	59	64	79	3.09	1.22772	{'ott_len': 60, 'ott_percent': 92, 'ott_bw_up': 104, 'ott_bw_down': 110, 'tps_qty_index': 41, 'max_risk_long': 63, 'max_risk_short': 48}
734	1.79	2.59	2.35	233	18	24	3372.22	150.97	214.43	58	61	62	2.243	0.41053	{'ott_len': 41, 'ott_percent': 115, 'ott_bw_up': 153, 'ott_bw_down': 108, 'tps_qty_index': 99, 'max_risk_long': 59, 'max_risk_short': 32}
741	1.6	3.28	3.95	426	46	39	6941.41	445.87	380.38	57	59	72	2.943	1.21063	{'ott_len': 52, 'ott_percent': 102, 'ott_bw_up': 104, 'ott_bw_down': 104, 'tps_qty_index': 103, 'max_risk_long': 61, 'max_risk_short': 30}
744	1.57	2.62	4.36	302	36	24	4111.65	339.92	228.1	56	58	75	2.85	1.40915	{'ott_len': 60, 'ott_percent': 92, 'ott_bw_up': 104, 'ott_bw_down': 147, 'tps_qty_index': 19, 'max_risk_long': 67, 'max_risk_short': 36}
746	0.37	0.8	2.54	54	2	6	516.18	16.13	48.63	52	50	83	1.237	1.14901	{'ott_len': 48, 'ott_percent': 82, 'ott_bw_up': 158, 'ott_bw_down': 97, 'tps_qty_index': 51, 'max_risk_long': 48, 'max_risk_short': 30}
748	1.64	0.15	4.29	260	37	19	3200.81	315.79	172.28	61	57	84	2.027	2.09691	{'ott_len': 64, 'ott_percent': 92, 'ott_bw_up': 104, 'ott_bw_down': 97, 'tps_qty_index': 104, 'max_risk_long': 63, 'max_risk_short': 26}
749	1.59	1.12	2.76	123	9	11	1619.32	75.01	92.92	56	56	73	1.823	0.84453	{'ott_len': 58, 'ott_percent': 92, 'ott_bw_up': 135, 'ott_bw_down': 97, 'tps_qty_index': 11, 'max_risk_long': 60, 'max_risk_short': 32}
756	1.2	1.2	3.13	200	17	17	2769.87	141.36	149.25	54	53	76	1.843	1.11429	{'ott_len': 61, 'ott_percent': 128, 'ott_bw_up': 135, 'ott_bw_down': 105, 'tps_qty_index': 11, 'max_risk_long': 60, 'max_risk_short': 32}
762	1.77	3.29	2.98	243	20	21	4556.45	180.53	183.44	55	65	67	2.68	0.80318	{'ott_len': 49, 'ott_percent': 128, 'ott_bw_up': 146, 'ott_bw_down': 110, 'tps_qty_index': 40, 'max_risk_long': 66, 'max_risk_short': 32}
763	1.47	2.16	4.49	474	49	30	6954.13	431.67	283.98	61	59	77	2.707	1.58248	{'ott_len': 60, 'ott_percent': 92, 'ott_bw_up': 104, 'ott_bw_down': 97, 'tps_qty_index': 109, 'max_risk_long': 60, 'max_risk_short': 48}
764	0.64	2.99	2.9	83	4	10	797.52	32.75	84.71	52	75	70	2.177	1.33155	{'ott_len': 56, 'ott_percent': 81, 'ott_bw_up': 135, 'ott_bw_down': 105, 'tps_qty_index': 20, 'max_risk_long': 60, 'max_risk_short': 28}
